"","zip","city","state","latitude","longitude","timezone","dst"
"50","00653","Guanica","PR",17.992112,-66.90097,-4,FALSE
"51","00654","Jobos","PR",17.979518,-66.117219,-4,FALSE
"52","00655","Olimpo","PR",17.976371,-66.116795,-4,FALSE
"53","00656","Guayanilla","PR",18.038866,-66.79168,-4,FALSE
"54","00658","Gurabo","PR",18.254137,-65.973605,-4,FALSE
"55","00659","Hatillo","PR",18.432956,-66.80039,-4,FALSE
"56","00660","Hormigueros","PR",18.139108,-67.12085,-4,FALSE
"57","00661","Humacao","PR",18.150829,-65.826595,-4,FALSE
"58","00662","Isabela","PR",18.478855,-67.01973,-4,FALSE
"59","00664","Jayuya","PR",18.212565,-66.59243,-4,FALSE
"60","00665","Ponce","PR",18.044224,-66.502103,-4,FALSE
"61","00666","Juncos","PR",18.228952,-65.921356,-4,FALSE
"62","00667","Lajas","PR",18.017819,-67.04226,-4,FALSE
"63","00669","Lares","PR",18.288418,-66.87503,-4,FALSE
"64","00670","Las Marias","PR",18.241343,-66.97604,-4,FALSE
"65","00671","Las Piedras","PR",18.1789,-65.869939,-4,FALSE
"66","00674","Manati","PR",18.426137,-66.48697,-4,FALSE
"67","00676","Moca","PR",18.37956,-67.08424,-4,FALSE
"68","00677","Rincon","PR",18.336121,-67.23675,-4,FALSE
"69","00678","Quebradillas","PR",18.442334,-66.93275,-4,FALSE
"70","00680","Mayaguez","PR",18.205232,-67.12655,-4,FALSE
"71","00681","Mayaguez","PR",18.219023,-67.508068,-4,FALSE
"72","00682","Mayaguez","PR",18.208402,-67.15428,-4,FALSE
"73","00683","San German","PR",18.092807,-67.04524,-4,FALSE
"74","00685","San Sebastian","PR",18.332595,-66.98104,-4,FALSE
"75","00687","Morovis","PR",18.31708,-66.41528,-4,FALSE
"76","00688","Sabana Hoyos","PR",18.40415,-66.61348,-4,FALSE
"77","00690","San Antonio","PR",18.495369,-67.09867,-4,FALSE
"78","00692","Vega Alta","PR",18.419666,-66.33186,-4,FALSE
"79","00693","Vega Baja","PR",18.440667,-66.3921,-4,FALSE
"80","00694","Vega Baja","PR",18.443109,-66.398302,-4,FALSE
"81","00698","Yauco","PR",18.06547,-66.85587,-4,FALSE
"82","00703","Aguas Buenas","PR",18.246205,-66.12827,-4,FALSE
"83","00704","Aguirre","PR",17.970112,-66.22291,-4,FALSE
"84","00705","Aibonito","PR",18.12942,-66.26541,-4,FALSE
"85","00707","Maunabo","PR",18.014505,-65.91018,-4,FALSE
"86","00714","Arroyo","PR",17.987288,-66.05552,-4,FALSE
"87","00715","Mercedita","PR",18.003492,-66.55868,-4,FALSE
"88","00716","Ponce","PR",17.999066,-66.59965,-4,FALSE
"89","00717","Ponce","PR",18.004303,-66.61374,-4,FALSE
"90","00718","Naguabo","PR",18.22048,-65.74293,-4,FALSE
"91","00719","Naranjito","PR",18.294571,-66.25098,-4,FALSE
"92","00720","Orocovis","PR",18.217827,-66.42265,-4,FALSE
"93","00721","Palmer","PR",18.364161,-65.778288,-4,FALSE
"94","00723","Patillas","PR",18.023196,-66.0131,-4,FALSE
"95","00725","Caguas","PR",18.233927,-66.04502,-4,FALSE
"96","00726","Caguas","PR",18.212965,-66.058033,-4,FALSE
"97","00728","Ponce","PR",18.013353,-66.65218,-4,FALSE
"98","00729","Canovanas","PR",18.35615,-65.89089,-4,FALSE
"99","00730","Ponce","PR",18.022626,-66.61727,-4,FALSE
"100","00731","Ponce","PR",18.077329,-66.61192,-4,FALSE
"101","00732","Ponce","PR",18.021781,-66.613742,-4,FALSE
"102","00733","Ponce","PR",18.019331,-66.619165,-4,FALSE
"103","00734","Ponce","PR",17.999499,-66.643934,-4,FALSE
"104","00735","Ceiba","PR",18.258444,-65.65987,-4,FALSE
"105","00736","Cayey","PR",18.112895,-66.15377,-4,FALSE
"106","00737","Cayey","PR",18.102967,-66.139274,-4,FALSE
"107","00738","Fajardo","PR",18.32265,-65.66116,-4,FALSE
"108","00739","Cidra","PR",18.16984,-66.16271,-4,FALSE
"109","00740","Puerto Real","PR",18.331711,-65.62761,-4,FALSE
"110","00741","Punta Santiago","PR",18.160755,-65.75765,-4,FALSE
"111","00742","Roosevelt Roads","PR",18.264872,-65.594769,-4,FALSE
"112","00744","Rio Blanco","PR",18.206329,-65.743058,-4,FALSE
"113","00745","Rio Grande","PR",18.366213,-65.82277,-4,FALSE
"114","00747","Lluveras","PR",18.069474,-66.952589,-4,FALSE
"115","00748","Fajardo","PR",18.326732,-65.652484,-4,FALSE
"116","00751","Salinas","PR",17.993803,-66.26534,-4,FALSE
"117","00752","San Antonio","PR",18.493745,-67.097726,-4,FALSE
"118","00754","San Lorenzo","PR",18.15633,-65.96831,-4,FALSE
"119","00757","Santa Isabel","PR",17.98631,-66.39457,-4,FALSE
"120","00761","Utuado","PR",18.265445,-66.702364,-4,FALSE
"121","00762","Vega Alta","PR",18.420218,-66.324284,-4,FALSE
"122","00763","Monserrate","PR",18.452175,-66.399836,-4,FALSE
"123","00764","Vega Baja","PR",18.452084,-66.397138,-4,FALSE
"124","00765","Vieques","PR",18.125664,-65.45603,-4,FALSE
"125","00766","Villalba","PR",18.126023,-66.48208,-4,FALSE
"126","00767","Yabucoa","PR",18.072752,-65.89703,-4,FALSE
"127","00768","Yauco","PR",18.030715,-66.856181,-4,FALSE
"128","00769","Coamo","PR",18.092813,-66.3611,-4,FALSE
"129","00771","Las Piedras","PR",18.18744,-65.87088,-4,FALSE
"130","00772","Loiza","PR",18.427674,-65.87605,-4,FALSE
"131","00773","Luquillo","PR",18.361344,-65.72133,-4,FALSE
"132","00775","Culebra","PR",18.311149,-65.29257,-4,FALSE
"133","00777","Juncos","PR",18.224088,-65.91316,-4,FALSE
"134","00778","Gurabo","PR",18.258628,-65.97791,-4,FALSE
"135","00780","Coto Laurel","PR",18.068538,-66.55939,-4,FALSE
"136","00782","Comerio","PR",18.223348,-66.2267,-4,FALSE
"137","00783","Corozal","PR",18.304874,-66.32305,-4,FALSE
"138","00784","Guayama","PR",17.984137,-66.12779,-4,FALSE
"139","00785","Guayama","PR",18.018822,-66.795603,-4,FALSE
"140","00786","La Plata","PR",18.128092,-66.268717,-4,FALSE
"141","00791","Humacao","PR",18.147257,-65.82269,-4,FALSE
"142","00792","Humacao","PR",18.138029,-65.788499,-4,FALSE
"143","00794","Barranquitas","PR",18.204294,-66.31058,-4,FALSE
"144","00795","Juana Diaz","PR",18.036253,-66.50289,-4,FALSE
"145","00801","St Thomas","VI",18.322285,-64.963715,-4,FALSE
"146","00802","St Thomas","VI",18.322285,-64.963715,-4,FALSE
"147","00803","St Thomas","VI",18.322285,-64.963715,-4,FALSE
"148","00804","St Thomas","VI",18.322285,-64.963715,-4,FALSE
"149","00805","St Thomas","VI",18.322285,-64.963715,-4,FALSE
"150","00820","Christiansted","VI",17.734211,-64.734694,-4,FALSE
"151","00821","Christiansted","VI",17.734211,-64.734694,-4,FALSE
"152","00822","Christiansted","VI",17.734211,-64.734694,-4,FALSE
"153","00823","Christiansted","VI",17.734211,-64.734694,-4,FALSE
"154","00824","Christiansted","VI",17.734211,-64.734694,-4,FALSE
"155","00830","St John","VI",18.32816,-64.740737,-4,FALSE
"156","00831","St John","VI",18.32816,-64.740737,-4,FALSE
"157","00840","Frederiksted","VI",17.734211,-64.734694,-4,FALSE
"158","00841","Frederiksted","VI",17.734211,-64.734694,-4,FALSE
"159","00850","Kingshill","VI",17.734211,-64.734694,-4,FALSE
"160","00851","Kingshill","VI",17.734211,-64.734694,-4,FALSE
"161","00901","San Juan","PR",18.465426,-66.10786,-4,FALSE
"162","00902","San Juan","PR",18.410462,-66.060533,-4,FALSE
"163","00906","San Juan","PR",18.46454,-66.10079,-4,FALSE
"164","00907","San Juan","PR",18.451131,-66.07798,-4,FALSE
"165","00908","San Juan","PR",18.410462,-66.060533,-4,FALSE
"166","00909","San Juan","PR",18.442282,-66.06764,-4,FALSE
"167","00910","San Juan","PR",18.410462,-66.060533,-4,FALSE
"168","00911","San Juan","PR",18.45009,-66.0577,-4,FALSE
"169","00912","San Juan","PR",18.445946,-66.05928,-4,FALSE
"170","00913","San Juan","PR",18.450907,-66.04256,-4,FALSE
"171","00914","San Juan","PR",18.410462,-66.060533,-4,FALSE
"172","00915","San Juan","PR",18.436995,-66.04888,-4,FALSE
"173","00916","San Juan","PR",18.410462,-66.060533,-4,FALSE
"174","00917","San Juan","PR",18.422263,-66.0513,-4,FALSE
"175","00918","San Juan","PR",18.417668,-66.06494,-4,FALSE
"176","00919","San Juan","PR",18.410462,-66.060533,-4,FALSE
"177","00920","San Juan","PR",18.41242,-66.09069,-4,FALSE
"178","00921","San Juan","PR",18.394019,-66.08633,-4,FALSE
"179","00922","San Juan","PR",18.410462,-66.060533,-4,FALSE
"180","00923","San Juan","PR",18.410681,-66.03806,-4,FALSE
"181","00924","San Juan","PR",18.401917,-66.01194,-4,FALSE
"182","00925","San Juan","PR",18.400006,-66.05028,-4,FALSE
"183","00926","San Juan","PR",18.361363,-66.0562,-4,FALSE
"184","00927","San Juan","PR",18.39184,-66.06867,-4,FALSE
"185","00928","San Juan","PR",18.410462,-66.060533,-4,FALSE
"186","00929","San Juan","PR",18.410462,-66.060533,-4,FALSE
"187","00930","San Juan","PR",18.410462,-66.060533,-4,FALSE
"188","00931","San Juan","PR",18.410462,-66.060533,-4,FALSE
"189","00933","San Juan","PR",18.410462,-66.060533,-4,FALSE
"190","00934","Fort Buchanan","PR",18.413511,-66.12198,-4,FALSE
"191","00935","San Juan","PR",18.410462,-66.060533,-4,FALSE
"192","00936","San Juan","PR",18.410462,-66.060533,-4,FALSE
"193","00937","San Juan","PR",18.410462,-66.060533,-4,FALSE
"194","00938","San Juan","PR",18.410462,-66.060533,-4,FALSE
"195","00939","San Juan","PR",18.410462,-66.060533,-4,FALSE
"196","00940","San Juan","PR",18.410462,-66.060533,-4,FALSE
"197","00949","Toa Baja","PR",18.433173,-66.2042,-4,FALSE
"198","00950","Toa Baja","PR",18.457761,-66.196503,-4,FALSE
"199","00951","Toa Baja","PR",18.457761,-66.196503,-4,FALSE
"200","00952","Sabana Seca","PR",18.429218,-66.18014,-4,FALSE
"201","00953","Toa Alta","PR",18.36802,-66.23414,-4,FALSE
"202","00954","Toa Alta","PR",18.358939,-66.258108,-4,FALSE
"203","00955","San Juan","PR",18.410462,-66.060533,-4,FALSE
"204","00956","Bayamon","PR",18.34216,-66.16643,-4,FALSE
"205","00957","Bayamon","PR",18.369674,-66.18669,-4,FALSE
"206","00958","Bayamon","PR",18.34487,-66.166014,-4,FALSE
"207","00959","Bayamon","PR",18.387063,-66.15943,-4,FALSE
"208","00960","Bayamon","PR",18.34487,-66.166014,-4,FALSE
"209","00961","Bayamon","PR",18.412462,-66.16033,-4,FALSE
"210","00962","Catano","PR",18.437683,-66.13847,-4,FALSE
"211","00963","Catano","PR",18.443217,-66.139293,-4,FALSE
"212","00965","Guaynabo","PR",18.431453,-66.11703,-4,FALSE
"213","00966","Guaynabo","PR",18.398507,-66.11522,-4,FALSE
"214","00968","Guaynabo","PR",18.408479,-66.1025,-4,FALSE
"215","00969","Guaynabo","PR",18.366981,-66.10889,-4,FALSE
"216","00970","Guaynabo","PR",18.359143,-66.112295,-4,FALSE
"217","00971","Guaynabo","PR",18.329688,-66.11876,-4,FALSE
"218","00975","San Juan","PR",18.410462,-66.060533,-4,FALSE
"219","00976","Trujillo Alto","PR",18.346767,-66.00561,-4,FALSE
"220","00977","Trujillo Alto","PR",18.337004,-65.990099,-4,FALSE
"221","00978","St Just","PR",18.337004,-65.990099,-4,FALSE
"222","00979","Carolina","PR",18.431885,-66.0127,-4,FALSE
"223","00981","Carolina","PR",18.410462,-66.060533,-4,FALSE
"224","00982","Carolina","PR",18.409345,-65.99313,-4,FALSE
"225","00983","Carolina","PR",18.414408,-65.97582,-4,FALSE
"226","00984","Carolina","PR",18.393355,-65.972495,-4,FALSE
"227","00985","Carolina","PR",18.374896,-65.94691,-4,FALSE
"228","00986","Carolina","PR",18.393355,-65.972495,-4,FALSE
"229","00987","Carolina","PR",18.372228,-65.96275,-4,FALSE
"230","00988","Carolina","PR",18.393355,-65.972495,-4,FALSE
"231","01001","Agawam","MA",42.07061,-72.62029,-5,TRUE
"232","01002","Amherst","MA",42.377651,-72.50323,-5,TRUE
"233","01003","Amherst","MA",42.369562,-72.63599,-5,TRUE
"234","01004","Amherst","MA",42.384494,-72.513183,-5,TRUE
"235","01005","Barre","MA",42.412094,-72.10443,-5,TRUE
"236","01007","Belchertown","MA",42.278424,-72.411,-5,TRUE
"237","01008","Blandford","MA",42.174313,-72.94828,-5,TRUE
"238","01009","Bondsville","MA",42.206092,-72.340486,-5,TRUE
"239","01010","Brimfield","MA",42.126038,-72.20552,-5,TRUE
"240","01011","Chester","MA",42.271442,-73.01958,-5,TRUE
"241","01012","Chesterfield","MA",42.390836,-72.84356,-5,TRUE
"242","01013","Chicopee","MA",42.161492,-72.60316,-5,TRUE
"243","01014","Chicopee","MA",42.170731,-72.604842,-5,TRUE
"244","01020","Chicopee","MA",42.175992,-72.57265,-5,TRUE
"245","01021","Chicopee","MA",42.170731,-72.604842,-5,TRUE
"246","01022","Chicopee","MA",42.196666,-72.55606,-5,TRUE
"247","01026","Cummington","MA",42.465041,-72.91813,-5,TRUE
"248","01027","Easthampton","MA",42.27279,-72.68677,-5,TRUE
"249","01028","East Longmeadow","MA",42.066795,-72.5102,-5,TRUE
"250","01029","East Otis","MA",42.175896,-73.04204,-5,TRUE
"251","01030","Feeding Hills","MA",42.070774,-72.67248,-5,TRUE
"252","01031","Gilbertville","MA",42.33071,-72.18833,-5,TRUE
"253","01032","Goshen","MA",42.45792,-72.81551,-5,TRUE
"254","01033","Granby","MA",42.254563,-72.51831,-5,TRUE
"255","01034","Granville","MA",42.086224,-72.94464,-5,TRUE
"256","01035","Hadley","MA",42.35549,-72.5733,-5,TRUE
"257","01036","Hampden","MA",42.064703,-72.41735,-5,TRUE
"258","01037","Hardwick","MA",42.374202,-72.19524,-5,TRUE
"259","01038","Hatfield","MA",42.375155,-72.60832,-5,TRUE
"260","01039","Haydenville","MA",42.381475,-72.69259,-5,TRUE
"261","01040","Holyoke","MA",42.201891,-72.6242,-5,TRUE
"262","01041","Holyoke","MA",42.170731,-72.604842,-5,TRUE
"263","01050","Huntington","MA",42.290209,-72.87942,-5,TRUE
"264","01053","Leeds","MA",42.353105,-72.70206,-5,TRUE
"265","01054","Leverett","MA",42.479839,-72.49879,-5,TRUE
"266","01056","Ludlow","MA",42.174893,-72.47068,-5,TRUE
"267","01057","Monson","MA",42.089269,-72.317,-5,TRUE
"268","01059","North Amherst","MA",42.369562,-72.63599,-5,TRUE
"269","01060","Northampton","MA",42.324539,-72.63561,-5,TRUE
"270","01061","Northampton","MA",42.369562,-72.63599,-5,TRUE
"271","01062","Florence","MA",42.324232,-72.67915,-5,TRUE
"272","01063","Northampton","MA",42.317939,-72.640234,-5,TRUE
"273","01066","North Hatfield","MA",42.406697,-72.633901,-5,TRUE
"274","01068","Oakham","MA",42.349769,-72.04413,-5,TRUE
"275","01069","Palmer","MA",42.176401,-72.32646,-5,TRUE
"276","01070","Plainfield","MA",42.515853,-72.91661,-5,TRUE
"277","01071","Russell","MA",42.165931,-72.85153,-5,TRUE
"278","01072","Shutesbury","MA",42.486027,-72.42208,-5,TRUE
"279","01073","Southampton","MA",42.223885,-72.72777,-5,TRUE
"280","01074","South Barre","MA",42.375998,-72.149388,-5,TRUE
"281","01075","South Hadley","MA",42.234891,-72.58243,-5,TRUE
"282","01077","Southwick","MA",42.05283,-72.76966,-5,TRUE
"283","01079","Thorndike","MA",42.192892,-72.329574,-5,TRUE
"284","01080","Three Rivers","MA",42.180563,-72.36518,-5,TRUE
"285","01081","Wales","MA",42.058024,-72.22517,-5,TRUE
"286","01082","Ware","MA",42.270611,-72.26067,-5,TRUE
"287","01083","Warren","MA",42.20468,-72.20259,-5,TRUE
"288","01084","West Chesterfield","MA",42.379807,-72.89043,-5,TRUE
"289","01085","Westfield","MA",42.133642,-72.75029,-5,TRUE
"290","01086","Westfield","MA",42.173428,-72.847964,-5,TRUE
"291","01088","West Hatfield","MA",42.388831,-72.6321,-5,TRUE
"292","01089","West Springfield","MA",42.112793,-72.64066,-5,TRUE
"293","01090","West Springfield","MA",42.170731,-72.604842,-5,TRUE
"294","01092","West Warren","MA",42.210777,-72.23904,-5,TRUE
"295","01093","Whately","MA",42.442673,-72.652511,-5,TRUE
"296","01094","Wheelwright","MA",42.358201,-72.140846,-5,TRUE
"297","01095","Wilbraham","MA",42.12531,-72.44057,-5,TRUE
"298","01096","Williamsburg","MA",42.415236,-72.78271,-5,TRUE
"299","01097","Woronoco","MA",42.161743,-72.845912,-5,TRUE
"300","01098","Worthington","MA",42.399054,-72.93871,-5,TRUE
"301","01101","Springfield","MA",42.170731,-72.604842,-5,TRUE
"302","01102","Springfield","MA",42.170731,-72.604842,-5,TRUE
"303","01103","Springfield","MA",42.103294,-72.59112,-5,TRUE
"304","01104","Springfield","MA",42.130343,-72.57338,-5,TRUE
"305","01105","Springfield","MA",42.096644,-72.5798,-5,TRUE
"306","01106","Longmeadow","MA",42.050395,-72.5712,-5,TRUE
"307","01107","Springfield","MA",42.120193,-72.6061,-5,TRUE
"308","01108","Springfield","MA",42.084094,-72.55523,-5,TRUE
"309","01109","Springfield","MA",42.116277,-72.55031,-5,TRUE
"310","01111","Springfield","MA",42.170731,-72.604842,-5,TRUE
"311","01114","Springfield","MA",42.170731,-72.604842,-5,TRUE
"312","01115","Springfield","MA",42.102894,-72.591633,-5,TRUE
"313","01116","Longmeadow","MA",42.170731,-72.604842,-5,TRUE
"314","01118","Springfield","MA",42.093144,-72.5291,-5,TRUE
"315","01119","Springfield","MA",42.128442,-72.50932,-5,TRUE
"316","01128","Springfield","MA",42.095344,-72.48857,-5,TRUE
"317","01129","Springfield","MA",42.121031,-72.4896,-5,TRUE
"318","01133","Springfield","MA",42.170731,-72.604842,-5,TRUE
"319","01138","Springfield","MA",42.170731,-72.604842,-5,TRUE
"320","01139","Springfield","MA",42.170731,-72.604842,-5,TRUE
"321","01144","Springfield","MA",42.101796,-72.59151,-5,TRUE
"322","01151","Indian Orchard","MA",42.153926,-72.50531,-5,TRUE
"323","01152","Springfield","MA",42.170731,-72.604842,-5,TRUE
"324","01199","Springfield","MA",42.119943,-72.604983,-5,TRUE
"325","01201","Pittsfield","MA",42.45384,-73.254,-5,TRUE
"326","01202","Pittsfield","MA",42.3929,-73.228483,-5,TRUE
"327","01203","Pittsfield","MA",42.3929,-73.228483,-5,TRUE
"328","01220","Adams","MA",42.619727,-73.11842,-5,TRUE
"329","01222","Ashley Falls","MA",42.057496,-73.32177,-5,TRUE
"330","01223","Becket","MA",42.314449,-73.09335,-5,TRUE
"331","01224","Berkshire","MA",42.3929,-73.228483,-5,TRUE
"332","01225","Cheshire","MA",42.551731,-73.1653,-5,TRUE
"333","01226","Dalton","MA",42.476575,-73.11547,-5,TRUE
"334","01227","Dalton","MA",42.516145,-73.092852,-5,TRUE
"335","01229","Glendale","MA",42.279292,-73.343545,-5,TRUE
"336","01230","Great Barrington","MA",42.189715,-73.35249,-5,TRUE
"337","01231","Sheffield","MA",42.153001,-73.298131,-5,TRUE
"338","01235","Hinsdale","MA",42.433661,-73.09278,-5,TRUE
"339","01236","Housatonic","MA",42.266874,-73.36236,-5,TRUE
"340","01237","Lanesboro","MA",42.557346,-73.24364,-5,TRUE
"341","01238","Lee","MA",42.299263,-73.2327,-5,TRUE
"342","01240","Lenox","MA",42.36237,-73.27683,-5,TRUE
"343","01242","Lenox Dale","MA",42.336557,-73.24599,-5,TRUE
"344","01243","Middlefield","MA",42.356088,-73.010448,-5,TRUE
"345","01244","Mill River","MA",42.139104,-73.20312,-5,TRUE
"346","01245","Monterey","MA",42.180659,-73.20849,-5,TRUE
"347","01247","North Adams","MA",42.696064,-73.10145,-5,TRUE
"348","01252","North Egremont","MA",42.198648,-73.446234,-5,TRUE
"349","01253","Otis","MA",42.198403,-73.10205,-5,TRUE
"350","01254","Richmond","MA",42.374711,-73.36336,-5,TRUE
"351","01255","Sandisfield","MA",42.088973,-73.12444,-5,TRUE
"352","01256","Savoy","MA",42.592506,-73.01123,-5,TRUE
"353","01257","Sheffield","MA",42.102694,-73.36591,-5,TRUE
"354","01258","South Egremont","MA",42.103122,-73.45734,-5,TRUE
"355","01259","Southfield","MA",42.0645,-73.24674,-5,TRUE
"356","01260","South Lee","MA",42.286586,-73.313274,-5,TRUE
"357","01262","Stockbridge","MA",42.283216,-73.31423,-5,TRUE
"358","01263","Stockbridge","MA",42.3929,-73.228483,-5,TRUE
"359","01264","Tyringham","MA",42.224905,-73.20394,-5,TRUE
"360","01266","West Stockbridge","MA",42.328535,-73.36407,-5,TRUE
"361","01267","Williamstown","MA",42.689962,-73.22355,-5,TRUE
"362","01270","Windsor","MA",42.443726,-73.116127,-5,TRUE
"363","01301","Greenfield","MA",42.605524,-72.60098,-5,TRUE
"364","01302","Greenfield","MA",42.522178,-72.624164,-5,TRUE
"365","01330","Ashfield","MA",42.521131,-72.81116,-5,TRUE
"366","01331","Athol","MA",42.579931,-72.20836,-5,TRUE
"367","01337","Bernardston","MA",42.678023,-72.55569,-5,TRUE
"368","01338","Buckland","MA",42.569498,-72.802,-5,TRUE
"369","01339","Charlemont","MA",42.626858,-72.87939,-5,TRUE
"370","01340","Colrain","MA",42.673371,-72.73104,-5,TRUE
"371","01341","Conway","MA",42.508313,-72.70403,-5,TRUE
"372","01342","Deerfield","MA",42.542322,-72.6091,-5,TRUE
"373","01343","Drury","MA",42.642666,-72.986231,-5,TRUE
"374","01344","Erving","MA",42.607051,-72.41396,-5,TRUE
"375","01346","Heath","MA",42.669255,-72.80494,-5,TRUE
"376","01347","Lake Pleasant","MA",42.556558,-72.518104,-5,TRUE
"377","01349","Turners Falls","MA",42.5737,-72.50525,-5,TRUE
"378","01350","Monroe Bridge","MA",42.712257,-72.97629,-5,TRUE
"379","01351","Montague","MA",42.534976,-72.52522,-5,TRUE
"380","01354","Northfield","MA",42.522178,-72.624164,-5,TRUE
"381","01355","New Salem","MA",42.485899,-72.33345,-5,TRUE
"382","01360","Northfield","MA",42.682285,-72.45649,-5,TRUE
"383","01364","Orange","MA",42.599614,-72.29263,-5,TRUE
"384","01366","Petersham","MA",42.474718,-72.21226,-5,TRUE
"385","01367","Rowe","MA",42.694883,-72.90962,-5,TRUE
"386","01368","Royalston","MA",42.671012,-72.16999,-5,TRUE
"387","01369","Shattuckville","MA",42.522178,-72.624164,-5,TRUE
"388","01370","Shelburne Falls","MA",42.603447,-72.72754,-5,TRUE
"389","01373","South Deerfield","MA",42.472734,-72.62452,-5,TRUE
"390","01374","Charlemont","MA",42.636459,-72.798742,-5,TRUE
"391","01375","Sunderland","MA",42.449978,-72.56302,-5,TRUE
"392","01376","Turners Falls","MA",42.609425,-72.54438,-5,TRUE
"393","01378","Warwick","MA",42.667152,-72.32729,-5,TRUE
"394","01379","Wendell","MA",42.547274,-72.41724,-5,TRUE
"395","01380","Wendell Depot","MA",42.594455,-72.36314,-5,TRUE
"396","01393","Whately","MA",42.459814,-72.593626,-5,TRUE
"397","01420","Fitchburg","MA",42.578689,-71.80338,-5,TRUE
"398","01427","Westborough","MA",42.286575,-71.585753,-5,TRUE
"399","01430","Ashburnham","MA",42.658768,-71.93287,-5,TRUE
"400","01431","Ashby","MA",42.672005,-71.8137,-5,TRUE
"401","01432","Ayer","MA",42.549821,-71.59136,-5,TRUE
"402","01436","Baldwinville","MA",42.608903,-72.08021,-5,TRUE
"403","01438","East Templeton","MA",42.563367,-72.03498,-5,TRUE
"404","01440","Gardner","MA",42.575355,-71.99183,-5,TRUE
"405","01441","Gardner","MA",42.364807,-71.896868,-5,TRUE
"406","01450","Groton","MA",42.609887,-71.55722,-5,TRUE
"407","01451","Harvard","MA",42.505928,-71.5888,-5,TRUE
"408","01452","Hubbardston","MA",42.477515,-71.99654,-5,TRUE
"409","01453","Leominster","MA",42.526523,-71.75358,-5,TRUE
"410","01460","Littleton","MA",42.540052,-71.49085,-5,TRUE
"411","01462","Lunenburg","MA",42.582839,-71.72051,-5,TRUE
"412","01463","Pepperell","MA",42.665686,-71.5929,-5,TRUE
"413","01464","Shirley","MA",42.559289,-71.64555,-5,TRUE
